loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
10602,4, Graduate, No,5797228.4027808895,,5,737.0030359883816,15452661.330192579,4804836.801488413,16690512.938263776,2912658.1241785716, Approved
10603,4, Graduate, Yes,5825392.775668446,13650794.333739838,14,785.7642706693383,112523.40764957119,2068318.9269877113,12546808.632559998,4020601.7588439966, Approved
10604,5, Graduate, Yes,6185481.400344356,19023974.159800507,10,345.51082521589746,16750528.819629604,11347100.568339998,21605763.662027925,6414057.433841915, Rejected
10605,4, Not Graduate, No,7313649.640202618,18786814.019061804,10,,16528270.474603929,12744373.287702471,27573114.365478948,, Approved
10606,2, Not Graduate, No,9376905.641076233,31895581.954248995,16,900.0,3163095.5089462986,17073545.1831491,30967243.823966976,12476834.977817953, Approved
10607,4, Not Graduate, Yes,531104.6859461328,1564284.330941001,20,794.9277948980595,1585881.1429659757,866145.7029958409,1712285.2923546527,399901.2855494822, Approved
10608,1, Not Graduate, No,1778237.4098661062,8526817.49940387,2,816.8080933319479,,2411397.610226259,7159751.798365997,749229.5444130084, Approved
10609,4, Graduate, No,3952278.6465823436,120278251.50988585,18,616.8480282710752,8471239.149599342,2358136.957543177,11926375.350034654,2774250.0636547324, Approved
10610,0, Not Graduate, No,2172081.402878511,8080525.28552382,2,305.0326466026506,,1048430.2144961946,6972210.345427596,1351582.9395022136, Approved
10611,1, Not Graduate, No,2286270.7473785724,105243470.07115012,11,869.1885584933219,,3840519.4590483275,4064198.3753407747,2146418.4968490223, Approved
10612,2, Not Graduate, Yes,,6063246.540424855,14,684.3306592240576,4644227.893054079,202081.29518738022,5004869.164590739,3345968.7928496012, Approved
10613,1, Not Graduate, Yes,8880281.331461271,27928508.099736754,10,,,8210986.0571783185,17530716.980151128,9747292.928228276, Approved
10614,0, Graduate, Yes,8250393.598571621,,16,830.8514641889789,13565694.854805969,7287809.821876883,18840948.439247373,, Approved
10615,4, Graduate, No,1775827.8318413973,8046637.130459053,13,705.9869343433853,2792284.0950970566,,4048956.634369342,1276414.8186640325, Approved
10616,3, Not Graduate, Yes,1025072.4487088938,2042925.0358376373,20,501.8327107234128,1186503.4287697906,-194339.21640258151,2595762.454728035,393934.85135514976, Rejected
10617,5, Not Graduate, Yes,6993488.169868748,22927278.755263906,6,,2709735.666196611,11895921.74517902,28220264.431470115,9832267.487188555, Approved
10618,0, Graduate, No,8689289.23964326,17807313.167574875,4,834.5945276797429,25211232.6387677,8340190.975687783,30711437.59546165,, Approved
10619,4, Not Graduate, No,5660696.432103173,12952230.50869973,6,726.2286335344912,,1835004.2264652946,18765638.74030618,3804713.3055593157, Approved
10620,5, Not Graduate, Yes,8901976.116871176,22915003.54383298,6,778.3071292299992,12860468.145760486,10083292.381307311,23928443.429555804,7273322.158436269, Approved
10621,2, Graduate, No,35197926.15382777,26205608.572106354,12,661.8613104759118,14804772.45538783,6808110.592231383,25460505.85480004,6490809.903292257, Approved
10622,3, Graduate, Yes,9432859.07441434,31601891.51056816,14,554.7238839412468,2368333.8033496784,14022850.317194238,36405650.75728864,5250950.2423444055, Rejected
10623,4, Not Graduate, Yes,3100299.7187641882,10100607.070295023,18,486.48659216937955,5868768.6954206,4071065.7251137663,8020375.76741382,1752375.0956389843, Rejected
10624,1, Graduate, No,9327361.523621423,34797845.663830265,16,681.5965577704326,4125387.865569972,10496245.21433154,18785709.867864966,8239481.42429052, Approved
10625,0, Graduate, Yes,1277004.5386440256,1125937.473358124,12,798.1084409922433,1589968.3096845213,,1899605.4413137883,115820.89921856171, Approved
10626,4, Not Graduate, No,6944167.601830359,18947715.86073899,16,356.5876155296736,7002516.324879774,14352182.655742247,17500506.789966434,5299565.762165487, Rejected
10627,0, Not Graduate, Yes,5308948.414052347,17694002.834544536,2,403.7303840266898,10739078.210498713,6504601.061730713,18677449.094365165,4212986.429755132, Approved
10628,2, Graduate, No,,,20,471.3768422727903,3612568.1911645727,-298150.06972530077,6235016.9692345485,2068454.867003567, Rejected
10629,1, Graduate, Yes,462681.9170019282,940725.527718912,10,784.9300043724414,1677465.5895572216,715452.1154502532,106609.55325172422,403005.6598341041, Approved
10630,3, Graduate, Yes,1285098.2370329432,868622.2136716293,4,577.2899943706053,340943.6693256005,-101919.62531718222,3027606.0485105026,43167.292627714225, Approved
10631,5, Graduate, No,6221125.299173967,15548226.771123948,6,424.4369825495851,4169373.1108057415,11055120.905607458,21296412.760742117,, Approved
10632,2, Not Graduate, Yes,3055515.754419228,12688902.479054295,8,817.9746720464749,-462600.7875364836,5389436.066805223,12448958.143735733,3987374.361885265, Approved
10633,3, Not Graduate, No,6315967.199432797,22017087.444449976,8,575.2659210742574,12871501.22540832,11694899.6852858,17853073.49627415,4560084.353081342, Approved
10634,2, Not Graduate, No,5417365.350328621,19573584.159365408,20,410.314720954095,8021063.026143989,1682250.78894816,18409565.97963865,7935043.594302608, Rejected
10635,3, Not Graduate, Yes,5404498.447879872,14999799.610865884,4,484.1122600480829,2205224.103813347,3210575.1439271667,14690655.014268687,6562348.633225661, Approved
10636,4, Not Graduate, Yes,,6969297.658649129,2,900.0,7748707.251995092,4783174.305626803,12722486.124328194,2133921.140187316, Approved
10637,1, Not Graduate, No,9061922.754281612,,6,541.2276664899567,10787937.285615329,1120202.0664377895,19006614.517197996,10910086.499854565, Approved
10638,4, Not Graduate, No,7040461.0858238945,16756680.421244849,6,394.1090075568057,12698783.73908415,12038776.165488658,21878889.087280102,4989413.3314523455, Rejected
10639,0, Graduate, No,1283794.456239447,1834581.459170835,14,417.5408955339748,2791872.912498736,795037.8639596121,3078251.9994189627,2244230.0877854344, Rejected
10640,3, Not Graduate, No,7693465.46697111,22047708.818849724,11,641.2191955979471,2291285.8825379033,11004117.734780118,20506578.08734899,6096238.58594909, Approved
10641,2, Graduate, No,7184333.7721259575,23748302.86807399,18,675.7924706459298,13253271.21876476,7024259.175414578,22735706.35072034,7765766.300076549, Rejected
10642,3, Not Graduate, No,6366919.382861232,15673940.405607684,10,528.98854849065,10971782.180484304,9442561.130194707,20183620.871620648,4937359.007217917, Approved
10643,0, Graduate, Yes,10093157.203427527,23271104.437521793,14,445.6973223091467,984600.5905728847,13615344.85263602,21044433.54177261,7360419.950128445,
10644,4, Not Graduate, Yes,2492329.719853439,5552623.356054699,20,486.95942927514415,6200836.183646242,30841.388256587088,7499105.588891614,3065398.097118946, Rejected
10645,1, Not Graduate, No,7034665.001368058,135313032.94862157,18,514.9953230156842,10706290.205693986,6393516.779994588,27476735.84038376,4305831.488793047, Rejected
10646,0, Graduate, No,2904666.1523778983,10053402.441225184,8,312.4730330438502,-509932.6227113181,3053925.1511977687,6575440.811573595,3514450.16358317, Approved
10647,3, Graduate, Yes,8697889.019167759,29296112.96133181,10,712.7028548150696,23218021.9801938,3990229.7483603866,28651271.738098938,11143555.982372604, Approved
10648,5, Graduate, Yes,6601464.090363878,25034933.01626527,12,729.9136197751866,16618549.255617827,,16153992.692830073,3717248.361363665, Approved
10649,3, Not Graduate, Yes,4051122.794932644,11953853.479068706,6,437.68320457705994,5101445.661978488,2934355.445943334,12808048.55207541,4033236.4434703155, Approved
10650,2, Not Graduate, Yes,5162023.201832801,18109185.214345,20,510.55199198556284,6773182.611795925,-139282.81094005366,,3628179.154111729, Rejected
10651,5, Graduate, No,4811792.261276256,10986252.573947135,10,864.9152802000344,13276340.49067754,2868913.9698345503,,6505607.234809061, Approved
10652,2, Not Graduate, Yes,3862401.056922456,8360723.153849321,20,737.6567945919793,778105.5438627097,5628854.675214772,8440159.420403082,5423353.593225739, Approved
10653,0, Graduate, No,3949607.7106634234,10765889.841751587,10,508.53720177410975,9262135.958270235,4624975.824234038,14084432.744074192,6224033.815156533, Approved
10654,4, Not Graduate, Yes,5414571.400343576,13178732.694581026,14,737.0719760822918,16178914.356438503,9900153.902836822,15085360.84759306,7478410.3404167015, Approved
10655,0, Graduate, No,7239313.698156734,23031752.643963654,14,713.0882047469021,9200930.39470217,4088242.855843318,19557551.60533273,6971001.227887595, Approved
10656,1, Not Graduate, Yes,10188772.09320879,23715779.56419223,4,664.7368067313547,15842125.958595732,9572421.588667868,23061149.272130836,8163701.342760846, Approved
10657,4, Not Graduate, No,5352610.742754856,10180824.448223058,12,647.2073705539217,8934747.368079957,-238238.1619993743,14794567.133029338,6306127.053867277, Approved
10658,5, Not Graduate, Yes,,22574754.836879726,4,579.41670608189,9388453.557045035,8140266.589423489,27271962.01601044,3967902.957429008, Approved
10659,0, Graduate, No,8381017.484377623,21505083.1142589,2,403.11866245981753,13215421.554374151,6914236.350284894,31221306.74987885,11450019.536400389, Approved
10660,3, Not Graduate, No,3353614.1212845584,9402088.283143217,19,821.227404517462,7376681.094321487,4934951.6041210275,6845489.163649126,4931243.94133095, Approved
10661,1, Graduate, No,10296276.176743438,37855839.447845064,4,838.5663807685652,21917520.238949288,12078502.614674075,24228111.355050597,9161092.278443221,
10662,4, Not Graduate, Yes,2293607.7357129185,6204839.792121787,16,783.5119771058843,5318921.146408388,3746009.978808425,4563738.66790286,2878406.5345448162, Approved
10663,1, Not Graduate, Yes,25141375.824162696,5956462.779996564,6,833.7004575641101,2473389.777067182,973660.8832788719,4701479.216115389,1928532.4586402318, Approved
10664,3, Graduate, No,5704853.377099054,17104552.832266007,10,870.8859715361558,16533077.613424351,7660203.203967211,20296460.10186,9290861.663062878, Approved
10665,5, Graduate, Yes,9595533.633162059,27088937.684719592,20,654.2979759825364,14181792.099724967,10785372.804878674,34714290.760427564,10929309.833338197, Rejected
10666,2, Not Graduate, No,1957630.4987835214,4380205.549170056,6,826.1927038705749,2918201.6822884423,2579595.8434305047,4295232.489838671,2505816.5837101727, Approved
10667,4, Not Graduate, No,,18043662.682661366,8,300.25987452874585,15974764.498706823,9969097.859916203,,, Rejected
10668,2, Not Graduate, Yes,1916812.439772587,3685879.300852529,20,757.2776545262858,2143446.8908563103,2901635.4731110362,5752716.104069723,1361952.4339217094, Approved
10669,5, Graduate, Yes,6647228.414501094,23899204.833239708,14,810.1014571992314,10263658.523781003,8045307.641088004,18804020.008569915,4577162.180367577, Approved
10670,4, Graduate, No,153213.2362543038,3580181.1530529615,4,852.6924905051428,51891.86697682901,-695102.1185632462,2051843.7592298961,1205876.9097217775, Approved
10671,3, Not Graduate, Yes,6238016.1156175295,16215380.43611497,12,603.8096658041316,3094027.7605386907,12401896.811079921,18583377.864711978,8034666.256705299, Approved
10672,0, Not Graduate, No,2936453.3374230512,11375452.360046446,8,,5260939.034458027,1489409.4788122505,5698979.3161894865,1701664.165461265, Approved
10673,3, Not Graduate, No,3227065.6833507307,11088763.705963258,12,662.0654993541957,542234.2280373152,1476104.1495491392,7329160.95078145,2002302.4928978728, Approved
10674,1, Graduate, No,25141375.824162696,20105647.127677288,14,445.46476663487823,3616295.459835672,11545602.217979113,23166079.62333718,4697775.588132163, Rejected
10675,3, Graduate, No,9341698.214663237,24935698.299421035,10,433.5451089079873,25139182.323726784,5802556.921696322,36505433.99266036,11340262.448560009, Rejected
10676,5, Not Graduate, Yes,8674762.784667112,25233557.953061618,16,513.5892142921391,21177896.571428053,,24114641.249947578,7792355.129513787, Rejected
10677,0, Graduate, Yes,5290581.5164119005,19175412.941448897,6,790.2120924489202,7372887.9286255045,8410088.066510692,11224096.096624773,2715521.8640292366,
10678,3, Not Graduate, No,840627.799042088,2337839.840240239,14,595.187922376362,2580529.984143015,1101967.3084215347,1280925.6555861244,152518.8147855627, Approved
10679,0, Graduate, Yes,6076634.806712107,20802414.65463662,20,737.2026718881141,3292119.6337578045,3970717.6114087496,11070117.444090512,7120859.230713157, Approved
10680,0, Graduate, No,4995091.806793613,19479835.21291081,8,628.926391527322,8916773.578281041,2353895.057323916,13696406.50926398,5019479.773234424, Approved
10681,4, Graduate, Yes,40226201.31866031,5731169.880371068,14,304.6309876197166,257049.59399649053,2913905.1736896774,4731790.132737672,2121149.327821728, Rejected
10682,1, Graduate, Yes,9571047.361941738,33425773.166096173,20,774.6438538236694,15440125.17572261,19062189.074942935,27575879.40011379,15387314.372772535, Approved
10683,5, Graduate, No,6900591.107303019,26225044.18647738,16,324.4037725123466,19174613.486694768,10782169.682146885,16901857.06238834,9438027.651382701, Rejected
10684,4, Not Graduate, Yes,1709827.5243583932,5303542.651524128,6,,4338365.925886395,-2288.1835648395354,4496939.081332192,1908050.5929928292, Approved
10685,4, Graduate, No,2849612.725583151,12287577.650777904,2,773.7464247631951,3567318.494970784,5944343.030968508,6100659.332261603,3400147.9559447193, Approved
10686,2, Not Graduate, No,5271552.441478136,13545647.065994188,2,566.4707554878387,7104845.515089342,9994834.285349036,9570970.209320974,6187370.805495188, Approved
10687,3, Not Graduate, Yes,4506851.597456839,9993492.288346466,19,407.0969813897296,7419768.90590312,3772304.6679129475,19981206.526378028,4517627.287367697, Rejected
10688,1, Not Graduate, Yes,1086731.8493982789,4528121.159834101,14,618.659116115124,2163288.6347795962,1802154.9682518924,3325668.238135787,2230208.940098731, Approved
10689,2, Graduate, No,5500997.968530209,13655215.957308352,10,471.5540129176825,4608699.556135929,9850729.629475169,20442045.896131396,2677874.431759357,
10690,2, Graduate, No,8020952.671867024,20292568.957944315,18,738.4279123076855,2846139.6901103933,16031960.097982071,16765802.449857378,10855499.849272586, Approved
10691,3, Graduate, Yes,8566519.948656147,30440630.38263507,8,585.8573658892333,13420345.878423022,12742475.957602369,20010799.6406541,5822046.218097508, Approved
10692,1, Graduate, No,7639498.051790664,30124344.051531658,16,689.1037729143889,8938738.293352064,147321.3120270013,17493569.49421931,7131061.98485177,
10693,0, Not Graduate, No,8484282.038316283,20594045.522422235,4,642.5418901931886,11913415.406605171,10408234.65836223,28009957.08550936,8220536.553396308, Approved
10694,5, Graduate, No,2880305.6246775254,10650502.783747133,12,770.9372747794226,5040110.42126987,4513771.856561945,,2822344.928454316,
10695,4, Graduate, No,8155726.864546465,27376823.64881611,2,686.7736941250165,54283.69665223488,11536169.334119814,28873268.935954086,10552977.707921147, Approved
10696,1, Not Graduate, No,4866530.206586417,17307389.3322828,12,900.0,,-508568.4639744888,13620031.594448768,6079132.198344558, Approved
10697,3, Not Graduate, Yes,5701704.889383028,,12,843.0182331889449,8468435.90580614,4992475.987547818,15232154.46476526,7459142.392537569,
10698,3, Graduate, Yes,3328642.4411596325,5490892.038745583,12,300.0,7257790.369617213,2101667.490314574,10680593.771535836,3105323.887898161, Rejected
10699,0, Graduate, No,1490210.976181319,3732856.6453903154,18,566.7652391659943,2142164.868292943,1622625.7308676844,5808099.384611011,, Approved
10700,1, Graduate, Yes,8594428.088544631,26822148.466600038,12,621.6070620455298,1649252.8681094868,3354975.599376372,28993189.351699606,6398452.338126098, Rejected
10701,1, Not Graduate, Yes,3985567.116696997,10408944.429971049,4,637.629840254039,418703.76352480694,-450233.2430819209,14707159.204024237,3892246.437891339, Approved
10702,5, Graduate, Yes,2973900.758485531,12685083.456062188,6,362.8927572604269,4859984.093392695,4083729.0916463127,8789136.370668579,, Approved
10703,0, Graduate, Yes,2207089.064540945,8217826.098454088,10,589.6256706979311,2284576.322123156,1750426.0049468959,5242593.601746856,2112762.1931265537, Approved
10704,4, Not Graduate, No,4126673.6122540007,10769416.093616761,20,543.4073094348468,3055003.8873655647,3070931.8166713347,10261983.1272982,4829016.438290335, Rejected
10705,3, Not Graduate, Yes,6694735.817041289,22204835.763701208,12,733.0002913549677,17564329.7147411,10200516.855846677,24591368.104038116,6872177.242558229, Approved
10706,4, Not Graduate, Yes,7701540.6199624,30614364.68474324,16,,16087507.333596585,8040512.05572216,18386501.995117035,8647740.665530162, Approved
10707,4, Graduate, Yes,1281580.6269417452,1498417.545270274,16,396.30228762766785,1360804.8598802185,1778677.048712872,4859930.831506498,1776623.3702040266, Rejected
10708,1, Not Graduate, Yes,4773200.190285714,18643339.545661584,6,700.3321417415373,6887161.853854012,7747364.955235956,16869387.3946807,3319681.6476475038, Approved
10709,2, Graduate, No,9845854.391826816,20455079.1517264,12,716.4671390482406,,10296644.085398307,38557554.182802245,13060862.715051318, Approved
10710,0, Not Graduate, No,2054128.4276339225,8483789.298131859,14,673.2325449062259,5929507.3254772555,3078205.1549491854,6284177.382032924,2542948.9277228867, Approved
10711,4, Not Graduate, No,,14056217.814779375,6,,3944221.9080203376,2135711.902592222,17605824.746168204,5806557.852554058, Approved
10712,2, Not Graduate, Yes,7995959.6367962975,14090942.356246278,20,627.790324352794,15705429.933758924,10324577.22565077,19349731.4227147,10168844.579535913, Rejected
10713,5, Graduate, No,8536249.949039772,20649381.597616937,14,682.3683432960213,3383040.5283479923,8299098.574315085,35901258.36970146,11450626.78102968, Rejected
10714,2, Graduate, Yes,658194.3260813226,4380915.664586129,10,419.8759555751815,829964.677336497,1323264.3126338138,3470854.7467065267,1625091.3210088827, Approved
10715,1, Graduate, No,1452162.1621282508,4011550.6967571187,13,697.3646927235741,705406.0601370531,2660611.9169399366,2951826.4869439583,1402968.961584216, Approved
10716,5, Graduate, Yes,,6783567.611922068,10,675.2718309701637,1621879.0286070146,4505173.715959623,9420959.64888167,2663458.135407476, Approved
10717,1, Not Graduate, Yes,606861.1946190352,3729734.627873535,11,881.8734375777674,330832.85932214285,-535845.2699060717,1947442.7228150533,725586.8402776439, Approved
10718,2, Graduate, No,4703787.103537824,8344100.194855721,2,501.1641102393457,10749307.424051667,8539852.044847947,11737289.496028276,2414830.42075512, Approved
10719,2, Graduate, Yes,8455581.565967608,21981862.306112893,18,721.881059652507,21294984.60597065,12335703.47418666,27252011.85805661,6747804.445682093, Approved
10720,3, Not Graduate, No,1624225.4069160612,4580730.919265241,8,599.724723116454,2419515.6050404804,1502413.6415289857,3427834.5548830987,833210.6195705892, Approved
10721,1, Not Graduate, No,5667594.60473913,19466100.601974286,12,685.3178787998077,8838716.98661676,10011620.364280118,16995301.78747734,4621613.781930447, Approved
10722,0, Not Graduate, Yes,5995679.598072433,23278975.131851297,12,,2360901.7234448516,484054.3721502741,17875072.495322622,9645619.137807254, Rejected
10723,5, Graduate, No,6951911.04115821,17200347.58022745,12,497.69897009637475,4472086.729180651,11337800.288673708,15748161.305757482,3952806.599631819, Rejected
10724,1, Graduate, Yes,7795489.15433307,28485362.708892163,14,331.19915872652166,,13174054.170456432,25244622.74150884,6088322.652383349, Rejected
10725,1, Graduate, Yes,40226201.31866031,12989018.113724556,12,857.8767208635686,10058856.627470678,7948120.410051249,10888620.39450301,4375626.020959575, Approved
10726,4, Not Graduate, No,6184679.695381581,20427324.851689357,20,377.2000325548904,2238802.8501763693,6563671.186051313,20125336.29723969,6240020.527862758, Rejected
10727,1, Graduate, Yes,513295.93395743635,120278251.50988585,10,777.3481874099143,-1112501.3832357242,245203.66584066077,2356346.7685198253,-149756.96434010542,
10728,4, Graduate, Yes,797620.7895525589,4987051.176379171,6,751.3156674978864,2512270.7613034514,201277.88523108896,4357333.184930165,1127960.7432961073,
10729,2, Not Graduate, No,3784473.8662615186,16454698.549358062,16,894.9496247367244,6602447.976065629,6436295.850086817,8085339.142968634,5561397.063041524, Approved
10730,2, Not Graduate, No,8110401.390405023,27512410.865068436,12,554.3593203269166,17817307.149345208,5039329.451356211,25715980.348448485,8904369.036876315, Approved
10731,0, Not Graduate, No,237683.51953855786,,6,679.0690112213819,1589319.1175999432,480137.75778695947,,247385.20658826135, Approved
10732,5, Not Graduate, Yes,794627.9640807671,2769094.038109429,18,413.90616800103294,404841.8296135401,1690926.1745020417,968097.9174387327,41794.189097886454, Rejected
10733,1, Graduate, Yes,6780548.6412899885,,16,788.5273147704002,5787964.194696618,60995.219701826434,24391946.714282196,3758840.367621568, Approved
10734,0, Not Graduate, Yes,,23325725.131877337,13,349.5080859396053,2874928.5732179424,788848.4811952375,16822171.630983204,9083005.080097489, Rejected
10735,5, Not Graduate, No,8260994.974674919,19101720.906568546,6,762.1804136751533,4517989.912039526,3281123.312098759,22397013.581823096,7479112.667476094, Approved
10736,2, Not Graduate, No,1778008.3955242406,6283720.690504618,14,,3212588.5865086773,974267.557202624,6992358.668401871,4023908.8846228626, Approved
10737,2, Graduate, Yes,7184574.795116992,13925201.397332389,18,470.2027168848301,1841513.001674287,5042420.604560993,17955897.18162978,7062229.127071938, Rejected
10738,5, Not Graduate, No,3413193.2418237515,15267296.77125314,12,737.1419102218093,1616879.480825047,24069.54994567774,13484562.79516112,3242620.533547921, Approved
10739,3, Not Graduate, Yes,5674387.481437064,18718129.64745362,16,819.6190363250159,1208938.2988118832,6776155.316044533,14388284.862409243,8499920.01873475, Approved
10740,2, Not Graduate, No,4402863.096919501,14542424.908314,20,615.3979933502779,7703543.9781905925,6618833.926880484,14342765.86107683,6652720.968089727,
10741,3, Not Graduate, No,9391233.601083118,21040446.746101394,12,699.5238619620353,17984023.653408308,9454981.731714433,20136163.96189889,13266054.618814792, Approved
10742,3, Not Graduate, No,5998862.411532895,18376537.228792418,3,339.15461795668716,6972590.890126616,10178277.721580122,20594902.250026017,6850008.051782979, Approved
10743,1, Graduate, No,1466910.590555839,4562427.565127717,20,416.23687680516633,-1077059.2586381768,111709.67969208275,3969270.109677105,1577491.4547665438, Rejected
10744,3, Not Graduate, Yes,8232416.914277508,29964279.61947356,20,650.8872267986341,15040449.629230034,3105597.758248127,28426948.732233364,10771555.502658388, Rejected
10745,1, Not Graduate, No,4431942.229428973,10099050.59514859,6,445.2029941775097,12231418.532491215,2704554.0487396508,8387376.888584425,5981335.000913245, Approved
10746,4, Graduate, Yes,1581067.1631238684,6706934.547954079,2,300.0,1387618.8243487233,1148375.4982422888,3163904.9290722283,1078767.7501593807, Approved
10747,1, Graduate, No,583810.6269364441,3198964.9774008933,4,300.0,779951.4093745665,748791.2212332974,3577104.9763129186,, Approved
10748,4, Graduate, No,1312236.8105225,4636430.7335127555,12,662.6977332539436,,,5362644.1527148485,, Approved
10749,3, Not Graduate, Yes,5283519.715275733,18986401.09082174,16,808.4369834411104,1057679.1661924003,6149100.17460686,13398955.660148622,7880308.912267367, Approved
10750,2, Not Graduate, No,7633032.579580306,19245401.13651629,12,427.84968314769105,6587769.725125449,1242565.1005321988,15538093.762374012,9614503.69178125, Rejected
10751,3, Not Graduate, Yes,4544437.8279209,17340222.45053808,20,584.3785047010437,5664960.36348268,7440551.366820558,12912813.531356411,3670276.210008615, Rejected
10752,0, Graduate, No,7258051.605256421,27028018.31971362,4,423.48822959687647,,7487540.408934476,21990655.40823269,9370221.24751508, Approved
10753,3, Graduate, Yes,3847972.3075994146,9775055.516045572,4,,8932823.810465148,5358495.217188716,14953685.430463953,, Approved
10754,5, Not Graduate, Yes,3729175.344543749,12032354.293755166,2,731.8945569299412,5114403.829235238,6863627.552572592,10307327.625515122,3915857.329770046, Approved
10755,2, Not Graduate, No,9736123.911689894,23122847.096985605,10,832.1868503678986,824242.3853665285,10240444.382083641,26865219.51332302,13735237.763997382, Approved
10756,2, Graduate, No,1018606.7587612587,756914.9617718018,10,391.51182626544704,23547.187161772745,742697.1504578664,1550681.0637483273,1323720.8703613705, Approved
10757,2, Graduate, No,6437607.751750408,15011872.425372766,8,522.3674101007097,10894847.289040763,6277193.65316299,15267515.868321562,5190933.848702503,
10758,0, Not Graduate, No,5957893.34870374,22135123.63893987,8,300.0,3204992.3531603697,1382163.4484660537,16302858.684334228,3895580.06661493, Rejected
10759,5, Not Graduate, No,6045466.349944094,15422341.288813181,12,880.1826088669267,9310510.892682567,11235174.2739158,20440904.597136486,4730844.306475485, Approved
10760,5, Not Graduate, Yes,4729750.756665124,13479428.56367035,14,543.0688066997845,11908007.94151746,8616606.460942581,18973291.99387692,5691159.47154243, Rejected
10761,2, Graduate, No,7079225.161880983,21190597.342423543,8,390.7570468777949,,,21768998.083430845,8955931.082364023, Rejected
10762,4, Not Graduate, Yes,1480876.5262326864,2410096.643749686,14,859.3883960456741,3961634.9158926737,,4602018.842501605,1993761.2908421636, Approved
10763,4, Graduate, Yes,7296143.317773668,20260040.922964815,8,434.5505156058711,10173253.783629455,2855041.8876660266,25846432.353347383,6215748.6425199155, Rejected
10764,4, Not Graduate, Yes,1870991.2945463622,5543633.926712841,14,320.7018683015496,4151206.3247685637,1403030.2555273362,,1130136.735712326, Rejected
10765,2, Graduate, No,645230.3576199391,1446400.512127154,18,849.4903968603479,1128642.8234913365,-5850.127536937594,406695.9551481512,109434.12439291234, Approved
10766,3, Graduate, No,463248.53553128766,558571.7787051959,16,762.1737047050053,1609381.028566623,166258.23104061984,781731.1019807681,250086.38072909423, Approved
10767,1, Graduate, No,2094392.3058547867,10765785.814804882,20,459.0859822150586,7061066.316952062,3000844.78843263,7626019.797618404,2499467.2579832342,
10768,4, Graduate, Yes,2494591.706563335,7525733.185769171,20,609.3928089777282,-17109.169084445224,1697530.3590582642,5512049.828036156,2442222.4361082856, Approved
10769,3, Not Graduate, No,8089900.473389796,26538857.104535114,12,770.6209366656444,3812033.839590756,3190749.2948815227,21058317.142033793,10625765.756295929, Approved
10770,4, Graduate, Yes,1068798.259447847,2070236.6528727245,2,481.71912685533573,493687.46657047997,280117.38998072414,4094118.835682529,,
10771,0, Not Graduate, No,1622831.229156983,4130876.3234441807,18,338.7513250439094,314659.19252110075,1752016.601515598,3067017.2660247246,-149838.01282057248, Rejected
10772,1, Graduate, No,1430154.7143731653,3279463.8461515964,18,544.7969177623712,1855510.5641585193,,4183048.9268456833,673165.8315396188, Approved
10773,3, Not Graduate, Yes,6169592.710036748,18370678.443303958,4,828.3969404349077,10705564.797075514,4697571.354476607,23203982.440033097,8305826.805125066, Approved
10774,2, Graduate, No,7839879.209181854,29498475.561355308,4,324.0972579736567,6016660.53295859,1934300.501457804,18669888.90100558,3599514.161906598, Approved
10775,4, Graduate, No,6977171.652908606,,6,848.0611346861374,12038077.288914373,3762569.2695808536,25238168.0880982,4491651.523841591, Approved
10776,1, Graduate, Yes,9192085.373434424,34161113.72246507,18,714.152695033224,17964196.160693023,10526361.620324165,28488959.353778437,5489743.495457179, Approved
10777,2, Graduate, No,3321841.0344559574,13542881.038468909,16,,6735312.096966308,1559815.1769993608,14094824.952405833,3457630.1075677862, Rejected
10778,0, Not Graduate, Yes,7983785.323991165,28278949.824366003,8,403.79343759956834,11902375.84778229,,19736919.18727046,6010672.186134359, Rejected
10779,0, Graduate, No,9315234.57313015,29273763.68460459,12,707.2340917625315,24838636.57680226,2713362.2914541624,,9972841.472463656, Approved
10780,5, Not Graduate, Yes,6650303.109625728,23151264.99652,2,,1561102.7913384186,9875698.721528612,16000611.689277537,8103985.272121118, Approved
10781,4, Not Graduate, No,,9936920.139422718,6,655.3373273748899,3421323.965772612,2394930.226413398,10571457.572075108,971994.9415557473, Approved
10782,0, Not Graduate, Yes,4557528.126795721,13839829.760491135,10,306.2134651043768,8219054.342044119,185065.32743866066,11123370.59771331,7121854.298587314, Rejected
10783,4, Not Graduate, Yes,8474542.441585895,27308706.076280944,12,511.94147081681734,11876636.180106666,9493832.22584745,20441502.45856535,8628594.249772022,
10784,1, Graduate, Yes,5485775.5188136455,20691999.151663914,12,771.2053556069006,4638222.875960306,3835491.642488808,18463700.479949318,5484873.827694305, Approved
10785,2, Graduate, Yes,4735537.262996683,10452422.536375513,6,463.4235435842617,12107081.084503189,4744921.693875715,12117046.296217725,3952089.582807081,
10786,0, Not Graduate, No,5954035.10127578,14279675.902643014,16,717.267106926747,-733961.4709336236,6219998.106815488,13494916.148447772,6260753.795613343, Approved
10787,2, Graduate, Yes,605954.5066191945,2883561.1199419782,10,751.8704687385917,357414.45641245414,460044.3711706934,978902.4143988336,890451.5650910994, Approved
10788,4, Not Graduate, No,696901.104290118,2591728.02825805,6,766.4489719349775,4035.9579293498537,-246166.10480343987,3098773.128057167,444189.9275484285, Approved
